Geneid	SRR9106183	SRR9106184	SRR9106185	SRR9106186	SRR9106187	SRR9106188	SRR9106189	SRR9106190	SRR9106191	SRR9106192	SRR9106193	SRR9106194	SRR9106195	SRR9106196	SRR9106197	SRR9106198	SRR9106199	SRR9106200	SRR9106201	SRR9106202	SRR9106203	SRR9106204	SRR9106205	SRR9106206	SRR9106207	SRR9106208	SRR9106209	SRR9106210	SRR9106211	SRR9106212	SRR9106213	SRR9106214	SRR9106215	SRR9106216	SRR9106217	SRR9106218	SRR9106219	SRR9106220	SRR9106221	SRR9106222	SRR9106223	SRR9106224	SRR9106225	SRR9106226	SRR9106227	SRR9106228	SRR9106229	SRR9106230	SRR9106231	SRR9106232	SRR9106233	SRR9106234	SRR9106235	SRR9106236	SRR9106237	SRR9106238	SRR9106239	SRR9106240	SRR9106241	SRR9106242	SRR9106243	SRR9106244	SRR9106245	SRR9106246	SRR9106247	SRR9106248	SRR9106249	SRR9106250	SRR9106251	SRR9106252	SRR9106253	SRR9106254	SRR9106255
TRINITY_DN442_c0_g2_i6.p1	4	1	1	1	2	0	4	1	0	0	0	1	1	4	5	2	1	0	1	1	0	1	1	0	0	0	9	7	9	2	1	1	0	0	0	11	8	13	2	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRINITY_DN442_c0_g2_i8.p1	9	8	9	9	11	7	4	3	2	0	2	3	0	16	12	18	6	1	0	1	0	1	2	2	1	0	14	23	22	17	2	1	5	2	2	43	43	51	0	4	4	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRINITY_DN442_c0_g2_i9.p2	17	7	5	7	12	3	11	2	0	1	3	3	8	11	16	7	7	2	4	2	0	2	2	4	2	1	34	26	32	10	7	4	3	0	0	38	35	46	5	2	7	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TRINITY_DN4431_c0_g1_i1.p3	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	1	2	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4431_c0_g1_i13.p2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	2	0	1	0	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4431_c0_g1_i15.p3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	4	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4431_c0_g1_i16.p1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	3	1	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4433_c0_g2_i2.p2	6	2	0	2	1	0	2	0	1	1	2	0	0	3	4	1	1	0	1	0	0	0	0	0	0	0	2	4	2	2	4	1	0	2	0	7	2	4	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4433_c0_g2_i3.p2	4	1	2	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	7	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4433_c0_g2_i6.p2	10	6	1	5	5	0	0	1	0	0	2	0	2	4	2	5	7	2	0	0	0	0	0	0	0	0	6	8	4	7	1	1	2	1	0	4	6	14	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TRINITY_DN44371_c0_g1_i1.p1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	3	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
TRINITY_DN4437_c0_g1_i18.p5	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4437_c0_g1_i8.p3	1	0	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4437_c1_g1_i3.p2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	2	0	1	0	0	0	0	2	0	0	2	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4438_c0_g1_i14.p6	2	7	4	5	4	10	1	1	2	1	2	0	1	3	0	4	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	2	6	3	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4438_c0_g1_i2.p3	4	3	4	2	2	2	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4438_c0_g1_i3.p1	1	1	2	1	0	1	0	0	0	0	0	0	1	5	4	8	6	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	1	10	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4438_c0_g1_i6.p4	1	1	3	0	0	0	0	0	0	0	0	0	1	4	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	7	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN443_c0_g1_i21.p4	1	1	0	0	2	0	2	0	0	0	0	6	0	8	2	1	2	0	0	0	0	0	1	0	0	1	1	1	3	6	0	0	0	4	0	5	0	3	2	2	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN443_c0_g1_i26.p4	3	1	1	0	0	0	1	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1	2	0	0	0	2	6	3	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN443_c0_g1_i29.p2	4	5	1	0	2	1	1	0	0	0	0	0	0	1	1	0	3	0	0	0	1	0	0	0	0	0	1	3	1	1	0	1	0	1	0	4	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN443_c0_g1_i46.p4	3	1	1	0	0	0	1	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1	2	0	0	0	2	6	3	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN443_c0_g1_i50.p1	1	0	1	1	0	2	2	0	1	1	0	0	1	1	1	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN443_c0_g1_i7.p3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	2	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4440_c0_g1_i14.p2	0	1	1	1	1	4	3	0	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	1	0	0	3	7	2	0	0	2	1	0	0	3	5	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4440_c0_g1_i15.p2	3	1	1	0	2	2	1	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	3	3	2	1	0	2	0	0	0	5	7	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4440_c0_g1_i16.p1	1	1	3	4	2	2	4	0	1	0	0	0	0	1	5	1	3	0	0	0	0	0	0	0	0	0	3	3	3	0	0	2	0	0	0	4	10	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4440_c0_g1_i7.p3	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	6	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4440_c0_g1_i9.p1	2	1	4	4	2	4	3	0	1	0	0	0	1	1	5	2	6	0	0	0	0	0	0	1	0	0	4	9	2	0	0	1	0	0	0	3	5	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4441_c0_g1_i2.p3	1	2	0	1	0	0	2	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4441_c0_g1_i4.p4	2	3	0	1	2	0	2	2	0	2	0	2	2	3	0	1	0	0	0	5	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44430_c0_g1_i1.p2	13	5	2	13	10	8	17	0	0	0	0	1	1	13	7	20	16	0	0	0	0	0	0	0	0	0	18	19	16	7	4	2	2	2	0	15	22	26	1	0	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44430_c12_g1_i1.p1	12	19	15	19	21	22	11	2	2	4	2	3	0	29	29	34	30	6	0	0	0	0	1	1	1	0	20	22	31	11	3	0	2	1	1	21	29	21	4	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44430_c1_g1_i1.p2	154	182	152	173	167	146	126	28	26	26	21	19	3	240	226	246	247	15	4	4	4	3	5	8	6	2	121	124	139	67	15	7	13	7	4	152	153	173	18	19	14	16	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44430_c3_g1_i1.p1	1113	569	1099	1230	406	1160	421	97	102	149	141	101	49	2224	2209	1007	2078	131	22	35	20	31	35	29	24	17	1128	1195	1169	343	80	57	67	50	38	1859	1900	1711	113	96	100	127	93	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44430_c3_g1_i13.p3	1927	2336	937	1055	1545	1954	1603	359	377	431	395	329	117	2388	1593	2527	2872	300	51	43	45	51	50	42	45	26	1182	1101	1178	1092	209	182	195	134	66	1626	1706	1626	266	320	261	309	282	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0
TRINITY_DN44430_c3_g1_i18.p4	45	33	49	28	58	45	39	20	42	45	49	35	7	80	168	107	104	20	9	6	8	14	15	10	9	6	127	53	63	40	31	14	19	14	16	132	138	116	22	37	23	37	20	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44430_c3_g1_i19.p1	380	309	274	384	379	331	290	37	59	37	56	49	18	587	540	584	516	43	9	6	4	15	5	20	11	11	359	353	329	171	28	40	15	20	11	394	374	423	43	48	51	50	39	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44430_c3_g1_i21.p2	758	576	717	783	655	714	604	152	102	124	126	121	83	1188	1055	1190	1014	120	31	30	28	40	27	46	28	22	628	721	671	341	61	85	59	46	26	953	1002	727	112	107	102	125	112	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44430_c3_g1_i24.p1	380	351	373	364	525	339	307	95	99	71	115	57	49	807	771	892	641	111	14	11	12	18	17	16	15	7	495	539	521	310	54	33	85	55	24	936	802	716	56	127	58	136	95	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44430_c3_g1_i27.p2	153	113	171	139	199	129	136	26	39	36	23	19	22	195	199	256	242	26	7	12	4	12	6	13	18	4	122	141	122	69	17	14	14	12	6	173	134	138	24	68	29	26	25	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44430_c3_g1_i30.p1	216	245	219	216	263	246	169	24	35	36	22	40	32	411	480	418	375	39	11	12	5	12	6	5	9	5	250	292	264	128	44	28	38	41	16	286	335	350	56	38	36	77	37	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TRINITY_DN44431_c0_g1_i3.p1	175	169	166	172	195	143	157	31	23	26	24	21	14	450	487	446	477	53	6	9	7	14	8	5	7	4	165	163	170	88	20	15	29	19	9	119	92	105	11	21	23	18	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44432_c0_g1_i1.p1	40	33	35	33	32	36	24	6	9	12	7	5	5	41	42	39	34	4	1	2	1	1	4	0	2	2	76	51	41	31	4	7	11	8	5	68	50	66	12	17	10	13	22	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TRINITY_DN44432_c0_g1_i2.p2	136	135	100	118	104	111	103	30	28	23	25	17	17	137	126	117	111	10	13	13	10	15	3	5	10	9	174	141	119	81	22	33	30	30	10	172	167	146	22	75	45	38	47	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TRINITY_DN44454_c0_g1_i2.p1	750	815	844	858	792	692	673	96	88	138	134	134	48	1198	1172	1269	1229	79	46	27	52	26	36	46	39	17	536	399	546	323	33	59	48	32	18	628	772	513	46	91	100	113	93	54	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
TRINITY_DN44454_c1_g1_i1.p1	97	43	84	84	79	51	38	6	4	7	11	13	3	649	579	363	192	9	0	1	1	0	2	1	2	1	93	120	182	57	10	7	13	12	7	116	142	112	17	13	12	14	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44455_c0_g1_i1.p2	19	12	13	14	8	20	9	2	3	4	0	3	0	46	40	30	36	4	0	0	0	1	0	0	0	0	43	25	34	12	0	8	3	4	0	162	146	156	13	3	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44466_c0_g1_i1.p3	10	22	7	18	9	11	10	2	1	1	1	3	3	59	34	58	38	2	2	0	0	1	0	0	1	0	28	33	31	18	0	4	2	3	1	89	92	96	10	3	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44466_c0_g1_i2.p2	8	5	3	10	3	7	3	2	1	0	1	0	2	12	18	23	16	3	1	0	0	1	0	0	0	0	7	4	4	5	1	2	2	2	0	50	44	47	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44467_c1_g1_i2.p3	3	3	2	1	7	2	7	8	10	12	4	14	3	25	14	15	19	3	2	8	9	9	5	4	11	1	26	34	25	18	41	41	44	52	16	13	14	16	0	5	5	8	8	5	9	1	5	5	2	9	7	8	7	10	10	11	3	8	6	10	8	5	4	3	3	5	10	9	10	6	7	6	13
TRINITY_DN44470_c1_g1_i4.p1	2	2	1	1	4	1	5	4	2	1	2	2	1	76	65	73	69	6	8	11	7	8	10	9	8	5	131	116	100	61	32	38	46	47	7	89	106	100	14	21	27	16	11	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44472_c2_g1_i1.p1	17	22	25	30	22	38	41	3	5	3	1	2	3	64	76	89	74	6	0	0	1	1	0	0	0	0	55	47	38	35	0	3	3	1	0	170	121	161	15	2	5	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN444_c0_g1_i1.p1	0	0	4	1	5	2	1	0	0	1	1	1	1	2	0	0	2	1	0	0	0	0	0	0	1	0	4	5	4	3	1	0	0	1	0	10	14	7	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN444_c0_g1_i11.p1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	6	7	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN444_c0_g1_i14.p3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	9	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN444_c0_g1_i18.p1	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	5	5	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN444_c0_g1_i24.p2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN444_c0_g2_i3.p1	2	2	1	0	0	1	2	0	0	0	1	2	0	1	6	1	0	0	1	0	0	0	1	0	0	0	2	2	3	1	0	0	0	0	0	2	3	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN444_c0_g2_i8.p2	3	1	2	0	1	2	2	0	0	0	1	2	0	3	6	0	1	0	0	0	0	0	1	0	0	0	2	2	1	1	0	1	0	0	0	2	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN444_c1_g2_i4.p1	3	1	0	3	2	2	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	0	2	3	3	1	0	2	0	3	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN444_c1_g2_i6.p2	0	1	0	4	0	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN444_c2_g1_i1.p2	328	414	370	304	291	312	204	81	86	146	127	82	55	171	227	158	213	20	31	34	32	35	32	67	82	19	350	383	441	216	169	162	198	192	27	566	768	756	37	110	112	134	85	17	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRINITY_DN44505_c1_g1_i1.p2	2	3	0	4	3	3	0	0	0	0	0	0	0	4	4	1	4	0	0	0	0	0	0	0	0	1	4	10	4	1	0	1	1	1	1	6	4	5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4450_c0_g1_i28.p2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4450_c0_g1_i5.p1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	1	1	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4451_c0_g1_i15.p1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4451_c0_g1_i6.p1	1	1	0	0	0	2	0	0	0	2	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	4	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4452_c0_g1_i11.p1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	2	2	4	1	0	1	1	0	0	8	9	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4452_c0_g1_i15.p1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	1	0	0	0	7	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4452_c0_g1_i19.p1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	5	3	4	1	0	0	0	1	0	5	6	8	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4452_c0_g1_i21.p1	0	0	2	3	0	1	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	1	3	9	2	0	0	1	3	0	14	6	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4452_c0_g1_i34.p1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	3	2	3	3	1	0	0	0	0	5	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4452_c0_g1_i36.p1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	3	3	6	1	0	0	2	2	0	11	1	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4452_c0_g1_i39.p2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4453_c0_g1_i2.p1	0	1	1	6	4	0	3	0	0	0	0	0	0	2	2	0	2	0	0	0	0	2	0	0	5	0	0	2	2	0	4	2	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4454_c0_g1_i16.p4	0	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44564_c0_g1_i1.p3	2	2	1	6	3	4	2	1	1	3	0	0	0	9	4	4	4	0	0	0	0	1	0	0	0	0	6	2	4	2	2	2	0	1	1	11	4	9	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4456_c0_g1_i18.p2	1	1	1	3	3	0	0	0	0	0	2	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	5	9	3	3	0	0	0	0	0	12	13	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
